Age,Gender,Marital_Status,Education,Location,Monthly_Income,Credit_Score,Existing_Loans,Bank_Balance,Monthly_Expense,Loan_Amount,Loan_Tenure,Interest_Rate,EMI,Missed_EMI,Credit_Inquiries,Online_Engagement_Score,Past_Application_Status,Loan_Status
30,Male,Single,Bachelor,Urban,53611,571,1,412252,58509,1370191,24,7.791436127,65987.75472,4,,71,,0
41,Male,Single,Master,Semi-Urban,117469,551,3,403776,35608,1790413,36,10.43866818,65308.30046,1,,16,,0
44,Female,Single,Bachelor,Urban,52323,372,1,103523,25736,1339786,60,11.15066555,34779.35467,4,,99,,0
58,Male,Single,High School,Rural,102595,605,3,251752,86230,1236368,12,10.04578506,113380.906,0,,6,Approved,0
23,Female,Married,Master,Urban,131624,795,0,225897,75781,934351,24,10.11392833,46806.25754,,0,55,Approved,1
60,Female,Single,Master,Urban,134850,355,0,373554,91502,1382718,60,9.150594236,33589.20947,,,53,,0
51,Female,Married,Bachelor,Rural,90594,502,0,290589,70058,1003884,36,14.29486658,39844.32321,,,54,,0
61,Male,Single,High School,Urban,100600,519,4,250988,73919,616315,60,9.439230195,15119.86596,3,,16,,0
57,Male,Married,Master,Urban,125523,439,1,426307,42010,964725,12,8.810890797,87477.15552,1,,67,,0
22,Female,Single,Bachelor,Semi-Urban,40597,851,2,101413,73024,1545768,12,14.73426796,147793.7999,4,3,35,Rejected,0
22,Female,Single,High School,Rural,83321,847,4,164262,42273,518113,48,7.066768906,13845.17487,4,1,49,Rejected,0
59,Male,Divorced,High School,Semi-Urban,34436,733,3,87255,75962,1309979,24,13.27086051,69069.58215,1,2,93,Approved,1
62,Female,Single,High School,Urban,55439,850,1,447867,87870,1758682,24,8.797373207,86171.56826,2,1,35,Approved,0
64,Female,Married,Bachelor,Semi-Urban,86394,689,1,333418,83455,830292,36,8.842175157,29181.65608,2,0,92,Approved,0
54,Female,Married,High School,Urban,77755,620,4,117704,13889,1922828,60,13.17017877,53150.45709,4,,77,Rejected,0
62,Female,Single,High School,Rural,95577,788,1,197072,6723,740822,36,9.718235942,26577.95804,2,6,40,Pending,0
40,Female,Divorced,Master,Semi-Urban,55282,823,1,76360,78330,1402122,12,13.34910852,132441.0656,2,5,56,Rejected,0
53,Female,Married,PhD,Semi-Urban,76983,553,3,300638,61128,1538820,60,11.39676814,40261.64562,0,,68,,0
24,Female,Married,High School,Semi-Urban,135258,812,2,383020,78652,1557620,48,13.22843879,49621.15069,0,9,96,Pending,1
64,Female,Divorced,High School,Semi-Urban,80452,383,3,221785,34115,191290,48,7.5839414,5194.151792,1,,60,,0
31,Male,Single,Bachelor,Semi-Urban,64135,463,4,332939,99247,240908,60,12.81228748,6587.285459,2,,84,,0
62,Male,Single,High School,Urban,105739,731,1,152721,24745,903922,24,11.75094418,46515.0308,1,8,4,Rejected,1
25,Female,Married,High School,Urban,48197,808,1,333474,36653,124228,36,13.69957271,4869.00321,2,7,72,Approved,0
45,Female,Single,Bachelor,Urban,84408,472,2,21494,69632,867312,48,8.486204218,24202.48896,0,,94,,0
57,Male,Single,Master,Urban,94721,447,2,343177,64276,661528,48,11.4232007,20079.13926,2,,82,,0
54,Male,Single,PhD,Urban,114222,627,0,89534,91400,494304,60,12.06677818,13208.94727,,,98,Approved,0
29,Male,Divorced,Master,Urban,29359,438,2,,88278,1667723,48,7.273385258,44852.55573,3,,71,,0
26,Female,Single,Bachelor,Rural,45398,739,3,365871,77568,1004606,12,12.51816486,94197.01961,3,9,13,Approved,0
38,Male,Married,Master,Urban,89881,841,1,238312,35081,1465086,60,11.76259372,38779.10949,1,2,84,Approved,1
34,Male,Single,Bachelor,Rural,85923,359,3,483696,65230,1110290,12,10.86394015,102575.9368,4,,91,,0
39,Female,Single,Bachelor,Rural,108345,479,3,466447,81461,1939255,60,7.716475014,44791.09396,2,,50,,0
34,Male,Married,Bachelor,Semi-Urban,30990,319,3,203926,25889,912352,12,13.02282095,85930.49728,3,,73,,0
60,Female,Divorced,Master,Urban,88902,409,3,270276,25376,1079222,36,12.68821777,41389.55868,0,,40,,0
37,Male,Single,High School,Urban,74712,585,3,174094,7825,289948,36,11.13395427,10744.33426,3,,38,,0
55,Male,Single,High School,Rural,50590,600,3,410884,86993,1818450,60,8.60119738,43341.53948,1,,82,Rejected,0
49,Male,Single,PhD,Rural,51103,503,1,493173,13777,1542946,36,10.22012522,56000.52888,4,,54,,0
62,Male,Married,Bachelor,Rural,126542,567,3,48485,62893,158708,36,11.35921052,5910.886875,3,,42,,0
37,Male,Single,High School,Rural,68601,671,4,269855,87651,836605,48,10.83924177,24986.07405,3,4,69,Approved,0
63,Female,Single,Bachelor,Urban,65999,365,3,218011,75237,954133,60,9.643184846,23569.61741,1,,27,,0
28,Female,Married,High School,Semi-Urban,143483,514,0,359870,52087,1897969,48,9.144722054,54004.68664,,,10,,0
21,Male,Single,High School,Rural,105680,568,3,222092,47291,1348982,12,8.887621279,122406.2009,4,,17,,0
56,Female,Single,High School,Urban,142020,829,0,427406,40738,570141,48,9.590959098,16434.77001,,5,54,Approved,0
27,Male,Married,Bachelor,Urban,78405,446,1,330092,67535,1001797,48,10.29623588,29466.38602,4,,15,,0
25,Male,Divorced,High School,Urban,116867,454,4,35207,92880,1169499,48,12.32823935,36379.44883,1,,80,,0
44,Male,Divorced,Bachelor,Urban,45661,800,1,252425,54737,1277675,60,7.118319168,28873.66537,2,7,68,Rejected,0
48,Male,Single,High School,Urban,98396,329,1,222849,81785,1576182,24,13.34749777,83205.9881,2,,55,,0
63,Male,Divorced,High School,Urban,141545,760,3,198737,61340,1789457,48,7.768639439,48865.05935,0,7,58,Approved,1
37,Female,Married,Master,Semi-Urban,67221,742,0,235476,64183,214006,24,8.351023623,10406.2243,,9,85,Rejected,0
57,Female,Single,Master,Semi-Urban,102400,435,4,498588,5222,785856,24,11.78176002,40459.639,3,,79,,0
40,Female,Married,Bachelor,Urban,61991,874,3,55178,32073,1233653,24,7.332650942,58940.49736,1,4,93,Approved,1
23,Female,Single,High School,Rural,130373,447,0,5692,88385,1029160,48,13.72908145,33215.35122,,,98,,0
57,Male,Married,High School,Rural,135817,446,3,295701,43930,849322,12,13.23659728,80145.27773,1,,43,,0
46,Female,Married,Master,Urban,114499,593,1,382468,99237,695500,12,12.80591267,65380.42689,1,,26,,0
35,Male,Married,High School,Urban,136692,756,0,482748,41432,1099911,48,8.169732681,30403.1282,,9,72,Pending,1
28,Male,Single,Master,Urban,129111,605,2,461527,77604,1456842,60,9.218224728,35471.94746,4,,66,Rejected,0
33,Female,Married,Bachelor,Semi-Urban,97356,689,3,128710,20747,859761,36,13.19505835,33336.08047,4,3,54,Approved,0
23,Female,Single,Master,Semi-Urban,118097,325,1,105789,12496,794703,60,10.43192571,20153.61888,4,,88,,0
21,Male,Divorced,Bachelor,Urban,118835,399,0,188367,16282,810056,12,10.81615024,74806.07283,,,61,,0
29,Male,Married,Bachelor,Urban,97758,831,1,362655,90121,1180907,12,8.176799473,106455.6164,2,5,82,Approved,0
51,Male,Single,High School,Urban,91862,660,3,345941,86553,668986,24,14.45893198,35935.10256,0,4,82,Pending,1
61,Female,Single,Bachelor,Rural,25025,403,3,,34169,278841,48,14.90037353,9271.550047,1,,73,,0
46,Male,Married,Master,Urban,83077,710,3,354061,80034,711565,48,12.84258343,22439.54823,2,6,78,Rejected,0
37,Male,Single,High School,Semi-Urban,128394,320,4,77663,71046,623997,24,12.84620031,32679.86705,3,,19,,0
54,Male,Married,Bachelor,Urban,51067,502,4,476004,90218,1358058,12,8.461136883,122747.0955,2,,77,,0
29,Male,Single,Bachelor,Urban,51007,766,3,349857,60822,470936,12,10.03055775,43181.12562,1,0,59,Rejected,1
33,Female,Married,Bachelor,Urban,143083,389,4,103721,6331,1881772,36,9.483283803,67142.59272,3,,78,,0
25,Female,Single,High School,Semi-Urban,29928,370,1,,73415,1946391,60,8.182888749,45712.43418,0,,52,,0
61,Male,Married,Master,Urban,92746,899,0,207180,50048,538949,60,9.299942594,13159.3123,,3,80,Rejected,1
33,Female,Divorced,Bachelor,Urban,143214,667,4,6761,37558,1695363,48,14.13225163,55286.14293,2,4,65,Approved,0
21,Male,Married,Master,Semi-Urban,101292,451,4,126193,77781,1951414,12,9.638319181,178291.4592,0,,91,,0
45,Female,Single,Master,Urban,104993,338,4,67049,59656,1434321,12,9.142980317,130455.0572,2,,65,,0
24,Female,Divorced,High School,Semi-Urban,117212,383,4,110164,67114,1587015,24,12.3250551,82425.66443,0,,83,,0
56,Female,Single,High School,Rural,29427,504,2,,50016,221600,60,8.96543332,5348.95002,2,,93,,0
30,Female,Married,Master,Urban,114093,868,0,242572,55797,292918,24,14.23387842,15679.38266,,2,13,Approved,0
48,Male,Married,Bachelor,Urban,116937,615,1,462173,10471,1760821,24,8.544185834,85904.85987,1,,83,Approved,0
26,Male,Single,High School,Rural,40622,450,4,336220,92371,65651,36,14.53632784,2618.909271,4,,85,,0
47,Male,Single,Master,Semi-Urban,120444,376,2,410978,88836,1774365,60,13.00157642,48797.36845,3,,23,,0
32,Female,Single,Bachelor,Rural,56985,721,3,123999,37165,1666022,12,11.86363102,155306.0586,4,8,26,Rejected,0
23,Female,Married,Bachelor,Semi-Urban,69876,613,3,7854,59492,1544784,24,10.19625108,77491.83794,4,,93,Pending,0
53,Male,Married,Bachelor,Urban,135081,463,2,150775,72347,208016,60,9.288547002,5077.071994,0,,8,,0
30,Female,Single,Master,Semi-Urban,37847,867,1,111036,39161,1412754,12,12.1798779,132068.8094,2,2,78,Approved,0
51,Female,Single,High School,Urban,41364,468,2,368783,27120,1927991,60,9.063242272,46694.72461,0,,28,,0
35,Male,Married,Bachelor,Urban,68383,688,3,94283,71863,1466278,36,12.96993233,56577.88314,4,1,62,Rejected,0
27,Female,Single,Bachelor,Semi-Urban,128468,886,4,128299,33354,1725931,60,14.73026246,49951.69718,0,2,89,Approved,1
56,Male,Single,Master,Semi-Urban,38681,811,3,436173,36020,696863,60,9.238388718,16979.29273,3,0,61,Rejected,0
34,Female,Single,Master,Semi-Urban,33928,443,0,49638,19570,245932,36,10.81185338,9047.261716,,,18,,0
34,Male,Single,Bachelor,Semi-Urban,104793,631,0,20172,12985,1995824,24,10.40035283,100457.0615,,,4,Approved,0
23,Female,Married,Bachelor,Urban,39685,458,3,246515,6866,97519,24,10.73054685,4935.318498,1,,33,,0
23,Female,Married,Bachelor,Urban,32756,499,3,28685,76773,777414,48,10.37069446,22914.72755,4,,67,,0
42,Female,Single,Bachelor,Urban,112002,568,4,19465,51492,1376318,48,10.75953791,41013.74641,4,,61,,0
39,Female,Married,PhD,Semi-Urban,139275,450,4,17544,49999,946534,48,8.245878011,26223.62825,2,,52,,0
55,Female,Single,Bachelor,Urban,90096,560,0,166085,69201,493566,24,9.136899038,24323.30226,,,46,,0
32,Male,Married,PhD,Urban,142229,558,1,122276,84339,1781246,12,13.64842803,168696.5065,4,,63,,0
25,Female,Single,Master,Urban,46361,752,3,111582,49601,545868,24,8.352515451,26543.97575,3,4,25,Approved,0
30,Male,Married,High School,Semi-Urban,120459,597,4,21109,9699,1851773,48,10.11876274,54193.31386,4,,85,,0
61,Male,Single,Master,Urban,45661,580,3,9842,30802,797124,48,7.974353225,21903.87362,2,,69,,0
53,Male,Single,High School,Urban,128600,891,0,244505,46001,463344,12,7.120287993,41361.2856,,9,10,Pending,0
33,Female,Married,Bachelor,Urban,117018,374,4,135306,52163,1218246,12,12.64067168,114353.3731,4,,76,,0
55,Male,Single,Bachelor,Semi-Urban,143838,899,2,454650,91774,725066,36,10.27970952,26351.94544,4,2,72,Approved,0
52,Female,Married,Master,Semi-Urban,87715,425,0,377600,60359,307913,60,14.4092657,8829.216859,,,62,,0
31,Female,Divorced,High School,Urban,37485,737,3,90711,42751,505166,60,13.06426727,13919.1197,1,1,42,Approved,1
58,Female,Married,Master,Semi-Urban,106887,722,4,431979,17605,1759993,24,13.89006579,93705.05713,4,6,10,Rejected,0
44,Male,Single,Master,Urban,36223,615,0,295590,34776,1782389,24,9.681837158,88646.87504,,,43,Approved,0
55,Female,Single,High School,Semi-Urban,52721,680,3,26525,5433,552722,36,12.17267763,20960.1445,2,9,12,Rejected,0
39,Female,Married,Master,Semi-Urban,81306,345,1,295170,56063,988145,48,7.196594261,26512.4197,4,,7,,0
26,Female,Single,High School,Urban,58305,744,4,367503,35115,1830912,12,12.54355902,171714.4606,3,0,90,Approved,0
60,Male,Married,High School,Urban,107839,729,1,252829,8228,622827,24,10.20548314,31248.00037,0,1,75,Approved,1
64,Male,Married,PhD,Semi-Urban,117101,637,0,193492,68367,1001687,36,9.480083343,35738.03576,,,88,Approved,0
62,Male,Married,Bachelor,Urban,119299,764,4,232301,62126,1147648,48,14.18059146,37471.27285,2,1,96,Approved,0
55,Male,Married,Bachelor,Rural,94913,876,3,280228,13519,1963732,24,14.95763082,106299.4819,4,2,88,Approved,0
24,Female,Single,Bachelor,Semi-Urban,133605,386,1,484311,5081,680430,12,12.25409738,63650.87957,0,,84,,0
53,Male,Married,High School,Semi-Urban,103751,652,0,369169,81943,1054084,36,9.363912858,37505.40338,,5,13,Pending,0
33,Female,Married,Bachelor,Semi-Urban,92226,567,3,385845,65327,490610,36,14.10936622,19396.55236,0,,26,,0
56,Male,Single,High School,Urban,36910,892,3,194729,91669,305417,36,13.6110707,11948.01587,4,3,79,Approved,0
63,Female,Single,High School,Rural,63826,521,3,37695,63642,1465010,12,14.35279883,139606.6615,2,,14,,0
39,Male,Married,Master,Rural,135731,658,3,37186,56910,953044,36,9.673846599,34156.44566,0,7,97,Rejected,1
63,Male,Married,PhD,Semi-Urban,34811,534,1,132264,68846,421710,12,8.801429786,38235.54246,0,,28,,0
32,Male,Single,Bachelor,Semi-Urban,68932,376,3,298453,93994,442608,48,11.11637857,13321.16507,3,,81,,0
31,Female,Married,High School,Semi-Urban,76306,743,2,274295,96236,82750,12,14.71880912,7910.817879,2,7,31,Approved,0
26,Female,Single,Bachelor,Rural,25157,704,4,,16567,1547612,24,8.17788908,75030.66606,1,8,92,Approved,0
32,Male,Married,Master,Urban,62644,424,3,233246,35392,1939944,12,11.7968852,180733.0806,0,,17,,0
47,Male,Married,High School,Urban,86775,810,3,50454,29645,1294158,36,7.778822765,44338.02143,0,3,47,Approved,1
61,Male,Single,High School,Semi-Urban,30249,509,2,107267,38450,181690,48,9.47275125,5219.461812,0,,28,,0
45,Male,Single,Master,Semi-Urban,85635,797,4,65696,97587,308583,36,8.167791131,10672.11791,1,5,46,Approved,1
62,Male,Married,Bachelor,Semi-Urban,74709,808,3,204288,76773,1692998,48,7.81289453,46293.47068,3,1,69,Approved,0
23,Male,Married,High School,Urban,144296,469,3,272801,70853,598362,12,14.90035279,57293.33741,4,,80,,0
23,Female,Single,High School,Rural,137461,601,3,411667,8141,286786,36,8.1005838,9902.222799,4,,58,Approved,0
40,Female,Married,Master,Urban,95689,706,2,165447,93692,1388706,12,8.848748249,125965.7582,1,4,20,Approved,1
48,Female,Single,Bachelor,Semi-Urban,93828,736,4,115610,23380,1537370,60,8.542890077,36567.48577,4,4,27,Rejected,0
43,Female,Single,High School,Urban,76682,876,0,70584,56043,1593008,36,14.08191497,62944.05822,,7,16,Approved,0
23,Female,Married,Master,Urban,92983,722,4,51318,46415,1173613,24,10.08353049,58762.34372,2,4,19,Rejected,0
62,Female,Single,Master,Semi-Urban,23075,491,2,,98918,825309,24,7.53445104,39569.75021,0,,79,,0
44,Male,Married,High School,Rural,110027,702,4,480538,97457,734096,36,11.20192643,27244.29671,1,4,52,Approved,1
63,Male,Divorced,Bachelor,Rural,142485,303,3,207743,42047,1988526,60,8.327212294,46941.16513,0,,92,,0
60,Male,Divorced,High School,Urban,89782,306,2,492775,74074,387514,36,12.42362913,14776.21963,4,,69,,0
26,Male,Single,Bachelor,Rural,38473,712,2,420177,67356,336872,60,10.43257274,8543.234703,2,1,34,Approved,0
40,Male,Married,High School,Semi-Urban,81397,786,4,120418,96878,1024232,60,11.68544232,27044.36997,0,1,21,Approved,1
31,Female,Divorced,Bachelor,Urban,76695,552,4,245918,11231,82050,36,14.59534388,3277.123305,2,,78,,0
52,Female,Single,Bachelor,Semi-Urban,143841,600,1,239039,81405,1041477,36,12.02119517,39363.0819,2,,74,Approved,0
47,Female,Single,Bachelor,Urban,85371,756,4,216646,99299,906081,12,7.546282942,81204.703,2,5,6,Rejected,0
41,Female,Divorced,Bachelor,Rural,72852,560,4,115324,95971,1515387,24,13.2919082,79926.44574,2,,53,,0
64,Female,Single,High School,Urban,26162,874,3,,52753,281993,24,13.4554756,14911.66661,0,1,66,Approved,0
33,Male,Divorced,PhD,Semi-Urban,121267,629,0,19271,6849,1203589,36,14.14338388,47618.71216,,,9,Pending,0
42,Female,Married,High School,Urban,25531,470,0,,60321,118897,12,10.04584303,10903.43383,,,25,,0
55,Female,Single,Bachelor,Urban,146825,899,0,416537,32619,640477,48,8.782001064,18030.49558,,2,64,Approved,1
42,Female,Single,High School,Urban,23607,444,4,,72236,1854396,12,11.42759997,172192.4131,3,,98,,0
48,Male,Single,Bachelor,Urban,36346,538,0,185145,85013,251771,12,11.99774474,23498.15349,,,31,,0
41,Male,Single,High School,Urban,97035,845,1,80404,87671,304106,24,11.23458008,15518.16934,3,2,78,Rejected,0
38,Male,Married,High School,Urban,36129,548,2,81609,96419,433039,12,12.9768438,40769.48289,1,,3,,0
51,Male,Single,Bachelor,Urban,67608,727,1,314155,38381,1791022,12,11.04207753,165732.3365,4,4,97,Rejected,0
57,Male,Single,High School,Urban,141862,786,1,433437,73312,1619578,60,14.71081124,46847.38853,1,6,6,Rejected,1
41,Male,Single,Bachelor,Rural,89755,707,0,139782,32538,391377,60,10.02953351,9794.057282,,2,46,Rejected,1
34,Female,Married,High School,Rural,120864,429,0,159963,25812,607855,48,7.918730179,16674.84561,,,66,,0
45,Female,Single,High School,Semi-Urban,86954,410,1,146446,81463,1757300,12,10.66013718,162052.5492,2,,70,,0
47,Female,Married,Master,Urban,27858,599,1,,13103,1865137,36,9.388630544,66401.92962,3,,58,,0
60,Male,Married,High School,Rural,133339,869,1,363478,76214,1598792,12,8.225519073,144191.7451,4,2,65,Rejected,0
43,Male,Single,High School,Rural,30910,303,1,29924,34240,187249,60,11.40833927,4900.983434,1,,25,,0
51,Male,Single,High School,Urban,125501,418,1,271991,33066,887280,24,9.983466458,44351.7751,2,,89,,0
49,Male,Divorced,High School,Semi-Urban,140908,658,4,96271,40577,756711,48,8.557297749,21160.98028,4,9,34,Approved,0
50,Female,Married,High School,Rural,57783,379,1,289054,19402,106224,48,11.66033392,3245.172759,1,,91,,0
46,Male,Single,High School,Rural,24625,321,2,,54603,1794153,24,12.67545957,93707.80318,1,,36,,0
40,Male,Married,High School,Semi-Urban,28377,508,0,,80734,671308,12,8.537180005,60718.23103,,,37,,0
58,Male,Single,Master,Urban,142316,798,2,259304,28619,1909939,48,14.23390214,62445.29984,3,8,91,Approved,0
39,Male,Single,High School,Urban,114710,485,3,474892,97053,1529720,12,11.52033105,142162.4007,3,,32,,0
47,Male,Married,Master,Rural,112944,586,0,307854,36704,836106,36,7.736442584,28615.57172,,,90,,0
45,Female,Single,Master,Urban,124749,541,2,386507,23289,1564501,24,10.83095358,79308.40643,4,,61,,0
60,Male,Divorced,High School,Urban,147087,624,1,416513,44063,1993352,12,12.49366,186866.2185,0,,50,Pending,0
58,Male,Married,High School,Semi-Urban,140797,481,1,274156,65554,651488,36,7.12865015,21967.08058,3,,77,,0
43,Female,Married,High School,Rural,99890,553,0,54544,43819,1023655,60,7.683717377,23615.47976,,,49,,0
49,Male,Single,Bachelor,Urban,31275,518,4,288154,27771,307551,36,12.9099364,11851.80321,3,,66,,0
35,Male,Single,Bachelor,Semi-Urban,133881,729,1,191200,96807,1608059,36,9.134970634,56909.61534,3,6,56,Approved,0
23,Female,Single,Bachelor,Urban,80753,697,2,8264,80672,1854823,48,9.854034467,53873.38731,2,9,37,Rejected,0
30,Female,Single,Bachelor,Rural,83371,431,0,33906,97628,1157396,12,9.544585763,105655.3878,,,59,,0
35,Female,Single,High School,Semi-Urban,112139,789,4,177867,29307,1884623,36,9.741843429,67650.39071,3,4,69,Rejected,0
36,Female,Married,Master,Rural,75601,495,1,234841,15661,1971023,12,11.22552419,182690.0553,3,,26,,0
37,Female,Single,Bachelor,Urban,43529,878,4,280910,53604,264359,48,7.80167419,7226.181489,3,5,43,Rejected,0
39,Female,Divorced,PhD,Urban,115169,562,2,203354,91882,992069,48,13.6159691,31924.75487,0,,88,,0
31,Female,Divorced,Bachelor,Urban,128947,594,0,445499,58293,367785,36,9.489391197,13124.62978,,,23,,0
25,Female,Married,High School,Semi-Urban,55333,591,1,304990,44258,828195,24,12.95090486,43446.35387,1,,94,,0
25,Female,Married,Master,Urban,85408,350,4,203683,85512,917675,60,12.15920094,24593.07893,4,,60,,0
34,Female,Single,Bachelor,Semi-Urban,52729,591,0,400228,78371,1011683,60,12.79727994,27650.37547,,,92,,0
46,Male,Single,Master,Urban,58278,410,2,122253,48412,1958572,12,11.67179975,182264.3835,3,,21,,0
28,Female,Divorced,Bachelor,Semi-Urban,110463,799,0,290995,15405,1413809,36,10.35396931,51471.25139,,6,45,Rejected,1
25,Female,Married,Master,Urban,59222,587,1,456354,21924,1563720,12,7.454078738,140023.41,3,,15,,0
